,title,media,date,desc
6213,"Com atos pelo país, petroleiros resistem ao desmonte da Petrobras",Partido dos Trabalhadores,2021-03-12,"Com atos pelo país, petroleiros resistem ao desmonte da Petrobras.  Manifestações ocorreram nesta sexta-feira (3) em frente à Refinaria  Landulpho Alves (RLAM),..."
6214,"Ibovespa na semana: Braskem (BRKM5), Petrobras (PETR3 ...",E-Investidor,2021-03-12,"Ibovespa na semana: Braskem (BRKM5), Petrobras (PETR3) e Yduqs (YDUQ3) são  os destaques positivos. Índice subiu 2,78% entre 29 de novembro e 3 de  dezembro,..."
6215,"ES recebe o “robô minhoca”, que vai economizar milhões da ...",A Gazeta,2021-03-12,"... vai economizar milhões da Petrobras. Annelida, o nome da fera, vai ser  utilizado na limpeza dos dutos do pré-sal; veja como ele funciona (vídeo)."
6216,Engenheiro friburguense cria tecnologia para plataformas do ...,Jornal A Voz da Serra,2021-03-12,"O friburguense Rodrigo Cariello, formado em Engenharia Mecânica pela  Uerj/IPRJ de Nova Friburgo, acaba de receber um reconhecimento da Petrobras  por um..."
6217,Noronha manda caso de sueco da propina para Justiça Eleitoral,VEJA,2021-03-12,"Bo Hans Vilhelm Ljungberg foi denunciado no âmbito da Lava Jato por  integrar esquema pagamentos ilícitos da Petrobras ... O ministro João  Otávio de Noronha, do..."
6218,Ciro diz que vai acabar com preço de combustível atrelado a dólar,VEJA,2021-03-12,Presidenciável diz que vai mudar política de preços da Petrobras; Lula  também é outro candidato que diz que fará mudanças. Por Josette Goulart  Atualizado em 3...
6219,Petrobras é multada em R$ 262 mil por gás tóxico que deixou ...,Nova Imprensa,2021-03-12,"mau cheiro petrobras são sebastião Moradores relataram dor de cabeça,  náusea e tontura no dia do vazamento (Foto: Divulgação)."
6220,"Maior refinaria da Petrobras, Replan tem queda nas produções de diesel e gasolina",G1,2021-04-12,"Maior refinaria da Petrobras, Replan tem queda nas produções de diesel e  gasolina. Dados na ANP mostram queda no volume de derivados produzidos na  planta em..."
6221,Adema monitora possível surgimento de mancha de óleo em ...,Infonet,2021-04-12,"A Petrobrás alerta que pela modelagem matemática acreditasse que a área que  poderá ser afetada são as imediações da praia dos artistas até a de  Atalaia, em uma..."
6222,"Após liberar gás tóxico e mau cheiro em São Sebastião, Petrobras é multada em R$ 262 mil",Costa Norte,2021-04-12,"A Cetesb (Companhia Ambiental do Estado de São Paulo) confimou, na última  quinta-feira (2), multa de R$ 262 mil à Petrobras por conta de uma grave  falha na..."
6223,"Após fala de Bolsonaro, Petrobras diz que não há decisão sobre reajuste de combustível",CNN Brasil,2021-06-12,A Petrobras ressaltou nesta segunda-feira (6) que não antecipa decisões de  reajuste e reforçou que não há nenhuma decisão tomada que ainda não tenha  sido...
6224,CVM abre novo processo contra Petrobras após declaração de Bolsonaro,O Globo,2021-06-12,"CVM abre novo processo contra Petrobras após declaração de Bolsonaro.  Segundo fontes, órgão vai apurar se houve vazamento de informações. Estatal  é alvo de..."
6225,CVM abre investigação contra Petrobras após declaração de Bolsonaro sobre redução no preço da gasolina,G1,2021-06-12,"Neste domingo (5), o presidente Jair Bolsonaro disse, em entrevista ao site  Poder 360, que a Petrobras vai anunciar, a partir desta semana, uma redução  nos..."
6226,Petrobras vende três usinas termelétricas localizadas na Bahia,Agência Brasil,2021-06-12,"As unidades termoelétricas Polo Camaçari são ativos da Petrobras e englobam  as usinas Arembepe, Bahia 1 e Muricy, com potência total instalada de 329  MW. As..."
6227,"Bolsa opera em alta de mais de 2%, e Petrobras sobe após fala de Bolsonaro",UOL Economia,2021-06-12,"Para quem vai viajar e precisa comprar moeda em corretoras de câmbio, o  valor é bem mais alto. Petrobras. As ações da Petrobras sobem cerca de 1%  após o..."
6228,"Petrobras conclui venda de Polo Miranga à PetroRecôncavo por US$ 220,1 milhões",Valor Econômico,2021-06-12,"A Petrobras comunicou ao mercado há pouco que concluiu hoje a venda de sua  participação no Polo Miranga, formado por nove campos terrestres de  exploração."
6229,"Petrobras vai perfurar primeiro poço na margem equatorial em 2022, diz executivo",Época Negócios,2021-06-12,"Petrobras vai perfurar primeiro poço na margem equatorial em 2022, diz  executivo. Estatal planeja investir US$ 2 bilhões (mais de R$ 11 bilhões)  em exploração..."
6230,"Petrobras, Evergrande, Energisa, Eletrobras e mais: Veja os destaques das empresas",Valor Investe,2021-06-12,"Petrobras, Evergrande, Energisa, Eletrobras e mais: Veja os destaques das  empresas. Ontem, o presidente Jair Bolsonaro disse que a Petrobras vai  reduzir os..."
6231,Número de pinguins na costa brasileira é 20% maior em 2021,Agência Brasil,2021-06-12,"O Projeto de Monitoramento de Praias (PMP), executado pela Petrobras para  condicionante de licenciamento ambiental do Instituto Brasileiro do Meio  Ambiente..."
6232,PETROBRAS:Cia transfere operação do terminal de GNL na ...,Monitor do Mercado,2021-06-12,"São Paulo, 6 de dezembro de 2021 - A Petrobras assinou o termo de  recebimento e transferiu, no último sábado (4), a operação do terminal de"
6233,Guedes descarta privatização da Petrobras ‘pelo menos neste primeiro governo’,O Globo,2021-07-12,"Guedes descarta privatização da Petrobras 'pelo menos neste primeiro  governo'. Venda de estatais será assunto da campanha presidencial, afirma  ministro..."
6234,Petrobras não está na lista de privatizações deste mandato ...,Poder360,2021-07-12,"O ministro disse que recebeu autorização do presidente Jair Bolsonaro para  privatizar Correios, Eletrobras e subsidiárias da Petrobras que não estão  no negócio..."
6235,"Petrobras não está na lista de privatizações do primeiro mandato, diz Guedes",CNN Brasil,2021-07-12,"Petrobras não está na lista de privatizações do primeiro mandato, diz  Guedes. Ministro da Economia disse, no entanto, que é a favor da venda da  estatal, mas que..."
6236,Petrobras nega decisão de baixar combustíveis,Correio Braziliense,2021-07-12,"Após o presidente Jair Bolsonaro (PL), ter anunciado uma redução nos preços  de combustíveis para esta semana, a Petrobras divulgou comunicado ao  mercado no..."
6237,Bolsonaro nega informação privilegiada da Petrobras: 'Precisa bola de cristal?',iG Economia,2021-07-12,O presidente Jair Bolsonaro negou ter recebido informação privilegiada por  parte da Petrobras. A explicação se deu após a Comissão de Valores  Mobiliários...
6238,Candidatos em 2022 precisarão debater mudança na política ...,Brasil de Fato,2021-07-12,"Depois do presidente Jair Bolsonaro (PL) afirmar que a Petrobras iria  diminuir os preços nos próximos dias, a estatal divulgou comunicado  afirmando que não..."
6239,Comissão do Senado aprova projeto de imposto sobre exportação de petróleo e muda política de preços da Petrobras,Valor Econômico,2021-07-12,"... imposto sobre exportação de petróleo e muda política de preços da  Petrobras ... que altera a política de preços de combustíveis da Petrobras,  criando um..."
6240,Petrobras vende 3 usinas termelétricas localizadas na Bahia,Poder360,2021-07-12,"A Petrobras concluiu nesta 2ª feira (6.dez.2021) a venda das 3 usinas  termelétricas movidas a óleo combustível localizadas em Camaçari, na  Bahia,..."
6241,Petrobras eleva produção de gasolina e diesel ao concluir paradas de manutenção em refinarias,G1,2021-07-12,"A Petrobras elevou a produção de gasolina e diesel no quarto trimestre,  após concluir paradas de manutenção preventivas em refinarias, com aportes  de R$ 2..."
6242,Novo plano de negócios da Petrobras prioriza pagamento de ...,Brasil de Fato,2021-07-12,"O presidente Jair Bolsonaro (PL) afirmou, neste domingo (5) ao site  Poder360, que a Petrobras irá anunciar a diminuição nos preços dos  combustíveis a partir..."
6243,Governo e Petrobras podem fazer algo para você pagar menos pela gasolina?,UOL Economia,2021-08-12,Governo e Petrobras podem fazer algo para você pagar menos pela gasolina? ·  1. Aplicar um imposto variável · 2. Fazer mudanças no ICMS · 3. Criar um  fundo de...
6244,Petrobras entrega vale-gás a 300 mil famílias em dezembro,Poder360,2021-08-12,A Petrobras divulgou nesta 4ª feira (8.dez.2021) como será a entrega do  vale-gás de R$ 100 a ser destinado a 300 mil famílias. O programa foi  dividido em...
6245,Petrobras aprova 300 mil auxílios para compra de botijões de gás,Mercado e Consumo,2021-08-12,"A Petrobras aprovou a entrega de 300 mil auxílios, para apoio à aquisição  de botijões de gás de cozinha por família em situação de vulnerabilidade  social..."
6246,Petrobras vai pagar vale-gás de R$ 100 a 300 mil famílias,Folha,2021-08-12,"Nesta primeira fase, a Petrobras irá investir R$ 30 milhões em um programa  social de apoio a famílias em situação de vulnerabilidade. Falta de gás de  cozinha na..."
6247,Maior taxação sobre exportação deve prejudicar investimentos da Petrobras,VEJA,2021-08-12,"Maior taxação sobre exportação deve prejudicar investimentos da Petrobras.  Para especialistas, medida discutida no Congresso terá pouco efeito sobre  preço dos..."
6248,Petrobras investiu R$ 2 bi em manutenção de refinarias em ...,Portos e Navios,2021-08-12,"A Petrobras investiu, ao todo, cerca de R$ 2 bilhões em 2021, na manutenção  preventiva de suas refinarias. Após concluir uma série de paradas para..."
6249,Petrobras corre risco de perder processo milionário por copiar petição,Valor Econômico,2021-08-12,"A Petrobras corre o risco de perder um processo milionário por um ""copia e  cola"" nas suas petições. A 3ª Turma do Superior Tribunal de Justiça (STJ)  começou..."
6250,"Kajuru diz que ""lucros exorbitantes"" da Petrobras são ...",Senado Federal,2021-08-12,"Em pronunciamento, nesta quarta-feira (8), o senador Jorge Kajuru  (Podemos-GO) denunciou os lucros que considera exorbitantes da Petrobras,  de outubro de..."
6251,"Petrobras e descarbonização, por Viviana Coelho",EPBR,2021-08-12,A Petrobras teve a oportunidade de apresentar seus resultados da última  década: Queda de 30% da emissão absoluta entre 2014 e 2020;; Mais  eficiência em carbono:...
6252,"Projeto de lei pode conter alta dos combustíveis, mas precisa ...",Seu Dinheiro,2021-08-12,"Se for feito com dividendos da Petrobras, quem subsidia são os acionistas.  Se for encaminhado por royalties, aí sim quem subsidia é o governo."
6253,Petrobras vai pagar vale-gás de R$ 100 a 300 mil famílias,Exame,2021-09-12,"A Petrobras informou, sobre a criação de programa social com foco no gás  liquefeito de petróleo (GLP), que aprovou a entrega de 300 mil auxílios,  para apoio..."
6254,Petrobras anuncia auxílio-gás de R$ 100 a 300 mil famílias,CNN Brasil,2021-09-12,"A Petrobras informou na última quarta-feira (8) que irá entregar 300 mil  auxílios, no valor de R$ 100 cada, para famílias em situação de  vulnerabilidade..."
6255,Petrobras vai pagar vale-gás de R$ 100 a partir deste mês; saiba quem tem direito | NSC Total,NSC Total,2021-09-12,As instituições deverão prestar contas à Petrobras. Vale-gás do Governo  Federal. O benefício pago pela Petrobras é diferente do Programa...
6256,"Depois de paradas em refinarias, Petrobras aumenta ...",Poder360,2021-09-12,"Para atender à crescente demanda das distribuidoras, a Petrobras aumentou o  nível de utilização das suas refinarias e atingiu 87% da sua capacidade  em..."
6257,Petrobras recebe última parcela da Equinor por venda do ...,ISTOÉ DINHEIRO,2021-09-12,"SÃO PAULO (Reuters) – A Petrobras informou nesta sexta-feira que receberá  da Equinor Brasil a última parcela contingente, no valor 950 milhões de  dólares,..."
6258,"Petrobras e Novonor selecionam bancos para venda de participação na Braskem, diz jornal",Valor Investe,2021-09-12,A Petrobras comunicou ao mercado na manhã de hoje (09) que a Braskem  (BRKM5) “segue fazendo parte dos ativos” em seu portfólio e que “mantém  seu...
6259,Petrobras (PETR4): Goldman Sachs Eleva Posição nas Ações ...,The Capital Advisor,2021-09-12,"A Petrobras cita no fato relevante, os fundos de investimento da Goldman  Sachs agora possuem 286.998.639 ações preferenciais da Petrobras (PETR4).  Considerando..."
6260,PL pretende reduzir o preço da gasolina e botijão de gás,Jornal Contábil,2021-09-12,"“Nossa proposta demonstra que há soluções possíveis, que garantem  rentabilidade à Petrobras, mas também o abastecimento interno e a  estabilidade de preços de..."
6261,Bienal do Livro: as atrações do último fim de semana para toda a família,VEJA RIO,2021-09-12,"No domingo (12), a Orquestra Petrobras Sinfônica apresenta a série Sons da  Primavera. Confira outros destaques da programação. Por Luiza Maia 9 dez  2021, 15h05."
6262,Gás encanado terá reajuste de até 25% em São Paulo,Valor Econômico,2021-09-12,"Alinhada à cotação internacional dos combustíveis, a Petrobras tem feitos  aumentos constantes nos preços, pressionando com muita força o bolso do  consumidor..."
6263,Petrobras atinge profundidade recorde em perfuração de poço no pré-sal,Valor Econômico,2021-10-12,"Petrobras atinge profundidade recorde em perfuração de poço no pré-sal.  Perfuração ocorreu em águas ultraprofundas na região da Bacia do Espírito  Santo, a 145..."
6264,Petrobras perfura poço mais profundo da história do Brasil,G1,2021-10-12,"A Petrobras concluiu a perfuração do poço exploratório de petróleo pioneiro  do bloco ES-M-669, no pré-sal da Bacia do Espírito Santo. Perfurado a 145  km da..."
6265,"Petrobras quebra recorde no pré-sal, ao perfurar poço mais profundo do Brasil",Valor Investe,2021-10-12,"A Petrobras (PETR3; PETR4) anunciou que perfurou o poço mais profundo do  Brasil, durante a campanha exploratória da concessão ES-M-669, no pré-sal  da Bacia..."
6266,CVM abre novo processo contra Petrobras,ISTOÉ DINHEIRO,2021-10-12,A Comissão de Valores Mobiliários (CVM) abriu um novo processo para  investigar as declarações do presidente Jair Bolsonaro sobre a Petrobras.
6267,Quem vai receber auxílio gás de R$ 100 anunciado pela ...,FDR,2021-10-12,Com as altas constantes no preço do gás de cozinha a Petrobras anunciou que  vai ajudar as famílias em situação de vulnerabilidade social com o auxílio  gás...
6268,"Afretamentos de navios 'Eco Type' são animadores, avalia ...",Portos e Navios,2021-10-12,"Afretamentos de navios 'Eco Type' são animadores, avalia Petrobras ...  Navios considerados mais sustentáveis que os convencionais fazem parte das  ações da..."
6269,Petrobras deixará de fornecer gás à Sergás,Destaque Noticias,2021-10-12,"A Petrobras decidiu não renovar, em janeiro próximo, os contratos com as  distribuidoras de gás canalizado do Nordeste, incluindo a estatal Sergipe  Gás..."
6270,Petrobras alcanza profundidad récord en perforación de pozos,Agência Brasil,2021-10-12,"Petrobras rompió el récord del pozo exploratorio de petróleo más profundo  de Brasil, con una profundidad de 7.700 metros. La perforación se realizó  en la..."
6271,CNPE autoriza 11 blocos de partilha na Oferta Permanente da ...,EPBR,2021-10-12,"Equinor paga parcelas referentes ao BM-S-8 A Petrobras vai receber da  Equinor a última parcela contingente, de US$ 950 milhões, referente à venda  de sua..."
6272,Conversas inéditas mostram que Dallagnol sabia que 'Fundação Lava Jato' era suspeita,Brasil 247,2021-10-12,"“Em setembro de 2019, o site Conjur publicou reportagem mostrando que a  Lava Jato trabalhou abertamente contra a Petrobras e a favor tanto do  governo como de..."
6273,Petrobras conclui perfuração do poço mais profundo da história do Brasil,CNN Brasil,2021-11-12,"A Petrobras anunciou, nesta sexta-feira (10), o fim da perfuração do  primeiro poço exploratório do bloco ES-M-669. Ele alcançou 7.700 metros de  profundidade..."
6274,"Nubank termina semana valendo US$ 54,6 bilhões; no Brasil ...",Seu Dinheiro,2021-11-12,"No Brasil, somente a Vale (R$ 388 bilhões) e a Petrobras (R$ 400 bilhões)  valem mais do que o banco digital. Todos os bancos tradicionais seguem com  valor..."
6275,"Descontentes, caminhoneiros enviarão carta a pré-candidatos ...",Poder360,2021-11-12,"“Falaremos da Petrobras como um todo, não só dos preços. É a maior empresa  pública do país. Não tem como vender e ficar refém do mercado  internacional”, disse o..."
6276,"Para 81% dos leitores, preço da gasolina vai continuar caro nas bombas",Campo Grande News,2021-11-12,"Pode até abaixar na Petrobras, mas o posto não abaixa e aí ninguém  fiscaliza. ... Nesta semana, o presidente Jair Bolsonaro (PL) afirmou que a  Petrobras..."
6277,"O multimilionário Sergio Moro, na visão de Gilmar Mendes",VEJA,2021-11-12,Gilmar tem dito que Moro ficou rico depois de ter “quebrado as empresas  brasileiras concorrentes das empresas dos Estados Unidos na Petrobras”.
6278,Caso triplex: imóvel atribuído a Lula está sendo sorteado na internet por menos de R$ 20,Correio Braziliense,2021-11-12,"... do ex-presidente, visto que os processos não cabiam ser julgados pela  Justiça do Paraná — apenas aqueles crimes praticados contra a Petrobras."
6279,Soja: confira o que pode mexer com o mercado na próxima semana,Canal Rural,2021-11-12,"agro, petrobrás. COMENTÁRIO. Alexandre Garcia questiona 'ingratidão' da  Petrobras com o agro. O comentarista indaga se o aumento no preço do diesel  é justo..."
6280,"No pré-sal do ES, Petrobras perfura poço mais profundo no Brasil",Gazeta do Povo,2021-12-12,Petrobras anuncia quebra de recorde de poço mais profundo já perfurado no  Brasil ... A Petrobras anunciou neste final de semana ter concluído a  perfuração do poço...
6281,"Petrobras (PETR4), CCR (CCRO3): Veja as datas de corte e quem vai pagar dividendos na semana",Suno,2021-12-12,"A última semana completa de 2021, antes das festas de Natal e Ano Novo, tem  como destaques de dividendos a distribuição da Petrobras, que vai repassar  mais..."
6282,A obra da Petrobras em seu terminal na Ilha Grande gera questionamentos,Blogs,2021-12-12,"A Petrobras tem planos de ampliar a capacidade do seu terminal na Baía da  Ilha Grande, o Tebig, usado para importação e exportação de petróleo."
6283,Auxílio gás de R$ 100: Novo programa vai beneficiar 300 mil ...,FDR,2021-12-12,"Uma parte do recurso deve ser destinado para as instituições sem fins  lucrativos, que são parceiras da Petrobras na realização de projetos  socioambientais, que..."
6284,"Evento da Cogna, prévia do Ibovespa e dividendos da Petrobras: Prepare-se para a semana",Money Times,2021-12-12,"... 15/dezembro: Petrobras (PETR3;PETR4) faz pagamento adicional de R$ 31,8  bi em dividendos; 15/dezembro: Tribunal do Cade deve chegar a uma decisão  sobre..."
6285,"Afinal, valor da gasolina vai mesmo subir? Veja o que diz a ...",FDR,2021-12-12,"O que diz a Petrobrás. Sem citar o presidente, a Petrobras tratou de logo  comunicar em nota que as decisões referentes aos preços dos combustíveis  não são..."
6286,Festival Aprendiz Musical leva canções natalinas ao CCBB Rio,Agência Brasil,2021-12-12,A Academia Juvenil da Orquestra Petrobras Sinfônica oferece preparação para  o ingresso em curso superior de Música e consequente inserção profissional  para...
6287,"Reunião do Fed, ata do Copom e os eventos-chave da semana",Exame,2021-12-12,"A agenda ainda tem o pagamento de dividendos da Petrobras (PETR3, PETR4),  leilão da Agência Nacional do Petróleo (ANP) e a divulgação da prévia do  PIB -- o..."
6288,O cenário para privatizações de 2022 em diante no Brasil,Money Times,2021-12-12,"A Petrobras (PETR4) também leiloou a Tag, a Logigás e a BR Distribuidora  (VBBR3). “Tivemos também leilões estudais da CEB, pelo governo de Brasília,  da Cesp em..."
6289,"Nunca prometi que Brasil iria continuar crescendo em 'V', diz Paulo Guedes",Folha,2021-12-12,"No programa de entrevistas, Guedes também afirmou aos jornalistas que  defende a privatização da Petrobras, por uma economia de mercado forte e  pela..."
6290,"Na busca por corte de CO2, Petrobras perde corrida para seus pares",Valor Econômico,2021-12-13,"Diante da pressão ambiental sobre as petroleiras no mundo, a Petrobras  aumentou, de US$ 1 bilhão para US$ 2,8 bilhões, os investimentos em  descarbonização..."
6291,Petrobras abre chamada pública para patrocínios culturais,POPline,2021-12-13,"O Programa Petrobras Cultural. Por meio do incentivo a diversos projetos, a  Petrobras busca colocar em prática a crença de que a cultura é uma..."
6292,Petrobras (PETR3;PETR4) diz que ANP aprovou acordo de individualização da produção de Mero,InfoMoney,2021-12-13,Petrobras (PETR3;PETR4) diz que ANP aprovou acordo de individualização da  produção de Mero. O AIP é celebrado nas situações em que as jazidas se  estendem para...
6293,Poço mais profundo da história do país é concluído pela Petrobras,Aventuras na História,2021-12-13,"A Petrobras revelou,..."
6294,"Petrobras tem expectativa de assinar venda de fatia na TBG em 2022, diz executivo",Terra,2021-12-13,"A Petrobras tem expectativa de assinar a venda de participação na  Transportadora Brasileira Gasoduto Bolívia-Brasil (TBG) no próximo ano,  afirmou nesta..."
6295,3R Petroleum e Petrobras renegociam contratos de gás ...,EPBR,2021-12-13,3R Petroleum e Petrobras renegociam contratos de gás natural na Bacia  Potiguar. Aditivos se referem à produção no campo de Sanhaçu (Polo Macau) e  Polo Pescada e...
6296,"Em recuperação judicial, Lupatech assina contrato milionário ...",Investing.com,2021-12-13,"O contrato com a Petrobras serve para impulsionar a ação. No dia 27 de  setembro, a Lupatech havia anunciado a retomada de sua presença no mercado  de..."
6297,Petrobras Sinfônica encerra 2021 com um concerto clássico de fim de ano,Diário do Rio,2021-12-13,"JOHANN STRAUSS JR. JOSEF STRAUSS. Serviço: Concerto Orquestra Petrobras  Sinfônica, dia 19/12 às 17h. Local: Sala Cecília Meireles – Largo da Lapa,  47..."
6298,Guedes bate-boca com jornalista da Band e sem argumentos ...,Revista Forum,2021-12-13,"Ministro da Economia se irritou ao ter argumentos pífios para venda da  Petrobras rebatidos pelo apresentador do Canal Livre, Rodolfo Schneider.  Veja o vídeo."
6299,Petroleiros da Bahia celebram 80 anos do primeiro poço de petróleo do Brasil,O Cafezinho,2021-12-13,"Candeias é símbolo de uma era onde a Petrobrás foi pensada e criada para  ser instrumento de desenvolvimento e soberania nacional. Oitenta anos de  história, 80..."
6300,"Gasolina da Petrobras recua 3% nas refinarias, 1ª queda desde junho",Exame,2021-12-14,"Em sua última redução, a Petrobras baixou a gasolina em 2,32% em 12 de  junho. Depois disso, foram feitos quatro aumentos. A petroleira e o governo  federal vêm..."
6301,Petrobras reduz preço da gasolina A para distribuidoras,Agência Brasil,2021-12-14,"“Considerando a mistura obrigatória de 27% de etanol anidro e 73% de  gasolina A para a composição da gasolina comercializada nos postos, a  parcela da Petrobras..."
6302,"Petrobras reduz preço da gasolina em 3,13% para distribuidoras, primeiro corte desde junho",O Globo,2021-12-14,"RIO - A Petrobras vai reduzir o preço de gasolina nas refinarias em 3,13% a  partir desta quinta-feira, informou a estatal, o primeiro corte desde  junho..."
6303,"Aumento de preço pedido pela Petrobras atrasa venda de refinarias, dizem fontes à Reuters",InfoMoney,2021-12-14,"SÃO PAULO/RIO DE JANEIRO (Reuters) – A Petrobras (PETR3;PETR4) aumentou o  preço pedido por pelo menos uma das refinarias no meio do processo de  venda,..."
6304,Aumento de preço da Petrobras ainda será analisado pelo Cade,O Dia,2021-12-14,O reajuste acontece num momento de renovação de contrato entre Petrobras e  distribuidoras de vários estados do país ... Rio - O ano de 2022 começa com  um aumento...
6305,Análise | Como a Petrobras a serviço dos especuladores ...,Brasil de Fato,2021-12-14,"Análise | Como a Petrobras a serviço dos especuladores ajuda a colocar o  Brasil no mapa da fome. ""O Brasil é uma potência petrolífera, em reservas e  na produção..."
6306,Petrobras reduz preço da gasolina na refinaria,G1,2021-12-14,"A Petrobras anunciou que o preço médio de venda da gasolina para as  distribuidoras passará de R$ 3,19 para R$ 3,09 por litro a partir desta  quarta-feira..."
6307,"Do total de ativos privatizados da Petrobrás, Bolsonaro vendeu 56%",Brasil 247,2021-12-14,"Do total de ativos privatizados da Petrobrás, Bolsonaro vendeu 56%. Governo  Bolsonaro vendeu R$ 138,2 bilhões de patrimônio da Petrobrás edit. 14 de  dezembro de..."
6308,"Reajuste deixa preço da gasolina equilibrado com mercado externo, diz Abicom",CNN Brasil,2021-12-14,"“Os preços da Petrobras hoje de manhã estavam acima da paridade, mais caros  de 3 a 7 centavos por litro do que os importadores. Com reajuste de 9  centavos, eles..."
6309,CADE e Petrobras: a lenta transição rumo ao cenário ...,EPBR,2021-12-14,"CADE e Petrobras: a lenta transição rumo ao cenário concorrencial, por  Aline Bagesteiro e Felipe Fernandes Reis. Transição para mercado mais  competitivo é..."
6310,"Petrobras levanta US$ 4,8 bilhões com venda de ativos em 2021",G1,2021-12-15,"Petrobras levanta US$ 4,8 bilhões com venda de ativos em 2021. Entre as  principais vendas do ano, está a da Refinaria Landulpho Alves (RLAM), na  Bahia, por US$..."
6311,"Acelen não acompanhará redução do preço da gasolina da Petrobras, num primeiro momento",Valor Econômico,2021-12-15,"A política de preços da Refinaria Mataripe será independente daquela  praticada pela Petrobras. Por André Ramalho, Valor — Rio. 15/12/2021 16h20  Atualizado..."
6312,"Venda de ativos rendeu US$ 4,8 bilhões à Petrobras em 2021",EPBR,2021-12-15,"A venda de 17 ativos e a conclusão de 14 processos de desinvestimento ao  longo de 2021 trouxe cerca de US$ 4,8 bilhões para o caixa da Petrobras,  até 7 de..."
6313,"Petrobras completa pagamento de remuneração recorde de R$ 63,4 bi",Valor Econômico,2021-12-15,"Com os bilhões depositados hoje na conta dos acionistas, a Petrobras  completa um pagamento histórico de R$ 63,4 bilhões em dividendos e juros  sobre capital..."
6314,Preço do gás deve subir até 41% no Rio após reajuste da Petrobras,Exame,2021-12-15,"Antes da entrada em vigor do reajuste de contratos de longo prazo da  Petrobras, os aumentos de gás das distribuidoras já pressionam o orçamento  do consumidor."
6315,"Do bolso do povo: Petrobras transfere mais R$ 42,4 bi aos acionistas",Partido dos Trabalhadores,2021-12-15,"Do bolso do povo: Petrobras transfere mais R$ 42,4 bi aos acionistas. O  valor se soma aos R$ 21 bilhões, desembolsados aos acionistas em agosto,  perfazendo o..."
6316,Investigação de propina a funcionários da Petrobras em ...,UOL Economia,2021-12-15,Uma investigação policial sobre suposta propina a funcionários da Petrobras  para fixar o preço do combustível vendido ao JPMorgan Chase & Co pela  empresa...
6317,"Petrobras paga dividendo nesta 4ª; WEG, Localiza, Vibra e mais empresas anunciam proventos: confira mais notícias",InfoMoney,2021-12-15,"A Petrobras ([ativo=PETR3;[ativo=PETR4]) ainda paga dividendo nesta quarta.  Na véspera, a estatal informou que a partir de hoje (15), o preço médio de  venda..."
6318,"Gasolina tem 1ª queda em 19 meses; diesel fica estável, apontam pesquisas",CNN Brasil,2021-12-15,"A Petrobras anunciou uma queda de 3% de sua gasolina vendida às  distribuidoras a partir desta quarta-feira. Mas o repasse do recuo aos  consumidores,..."
6319,PetroRio ou Petrobras: qual ação investir em 2022?,Money Times,2021-12-15,"Na Bolsa, as opções preferidas entre os investidores são Petrobras (PETR3;  PETR4) e PetroRio (PRIO3), levando em conta o volume de negociação."
6320,Petrobras aprova modelo para vender participação na Braskem via oferta pública de ações,G1,2021-12-16,"Petrobras aprova modelo para vender participação na Braskem via oferta  pública de ações. Atualmente, Petrobras detém 47% das ações com direito a  voto na..."
6321,Petrobras aprova venda de até 100% das ações da Braskem ...,E-Investidor,2021-12-16,"Petrobras aprova venda de até 100% das ações da Braskem em follow on. A  oferta pública será feita em conjunto com a Novonor e a NSP Investimentos,  ambas em..."
6322,Petrobras (PETR4) e Novonor aprovam oferta secundária de ações para venda de fatia na Braskem (BRKM5),InfoMoney,2021-12-16,Petrobras (PETR4) e Novonor aprovam oferta secundária de ações para venda  de fatia na Braskem (BRKM5). Modelo prevê venda conjunta de até 100% das  preferenciais...
6323,"Agora privada, refinaria de Mataripe não repassa queda da gasolina anunciada por Petrobras",InfoMoney,2021-12-16,"“A redução anunciada pela Petrobras só será praticada nas refinarias que  ainda estão sob sua gestão. Como a refinaria baiana foi privatizada, não  mais..."
6324,Petrogal e mais 10 empresas disputam leilão para explorar petróleo no Brasil,ECO,2021-12-16,"O contrato pelo qual a Petrobras obteve os direitos sobre todas as áreas da  chamada Cessão Onerosa, que também inclui as gigantescas reservas de Búzios  e Itapú,..."
6325,"Petrobras (PETR4), BTG (BPAC11) e Eneva (ENEV3) movimentam mercado",Suno,2021-12-16,"Petrobras (PETR4), BTG (BPAC11) e Eneva (ENEV3) movimentam mercado ... Nos  destaques de empresas desta quinta-feira (16), chama a atenção do mercado a  Petrobras (..."
6326,"Preço da gasolina deve cair 5,94% no primeiro trimestre de 2022, diz levantamento",CNN Brasil,2021-12-16,"Petrobrás reduz preço após seis meses de alta. A Petrobras anunciou, na  última terça-feira (14), que o preço médio de venda da gasolina para as  distribuidoras..."
6327,Compagas avança para fechar contrato de suprimento com a ...,Agência Estadual de Notícias,2021-12-16,"No total, somente para 2022, o volume contratado junto à Petrobras supera a  marca dos 3 milhões de m³/dia. Juntas, as cinco distribuidoras que integram  a CP22..."
6328,Petrobras fará monitoramento de tartarugas marinhas por ...,Diário Digital,2021-12-16,Petrobras fará monitoramento de tartarugas marinhas por satélite. O projeto  quer monitorar 30 animais por telemetria e recebeu investimento de R$ 2  milhões. 16...
